time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461550000	-24.505	-6.44582	4.9223	2.26524	-0.602388	radar	3.46568	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.586	-6.34656	4.62873	2.25241	-0.577261	lidar	5.28882	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7267	-6.1627	4.64255	2.22516	-0.569863	radar	0.310526	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9164	-5.93892	4.79513	2.1966	-0.571624	lidar	2.92039	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0491	-5.72983	4.83264	2.16673	-0.565376	radar	1.8214	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1778	-5.57295	4.73082	2.15247	-0.546662	lidar	0.373439	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3329	-5.38518	4.79379	2.15148	-0.486843	radar	1.24138	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4839	-5.14611	4.90516	2.12202	-0.494532	lidar	0.583305	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6134	-4.9746	4.87132	2.12526	-0.430491	radar	6.00797	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7257	-4.8213	4.73032	2.11615	-0.413235	lidar	0.526826	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8456	-4.61409	4.74414	2.09565	-0.410539	radar	0.119475	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9657	-4.35169	4.87643	2.06014	-0.431331	lidar	0.539865	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0723	-4.12903	4.7882	2.00396	-0.53488	radar	11.4582	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.169	-3.81872	5.00336	1.95235	-0.568704	lidar	1.57507	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.243	-3.57375	4.96996	1.8921	-0.654569	radar	3.13036	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2673	-3.30989	4.99111	1.83666	-0.682173	lidar	4.08663	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3187	-3.06129	4.99398	1.79104	-0.709583	radar	0.14888	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3355	-2.84588	4.89562	1.74938	-0.717398	lidar	1.48595	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3949	-2.62858	4.85106	1.7356	-0.668868	radar	1.76916	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.463	-2.52249	4.52588	1.73172	-0.636951	lidar	5.64124	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5195	-2.29402	4.56078	1.72236	-0.580975	radar	1.3362	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5678	-2.10804	4.46647	1.70409	-0.568575	lidar	0.838947	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.5995	-1.87851	4.49645	1.69061	-0.523032	radar	2.11558	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6	-1.60822	4.60897	1.65121	-0.53893	lidar	1.33949	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.5957	-1.3905	4.56879	1.60476	-0.58762	radar	1.54593	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6002	-1.15445	4.58964	1.57494	-0.588093	lidar	0.0101513	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.63	-0.940468	4.55435	1.56338	-0.558653	radar	5.11802	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6437	-0.664891	4.68598	1.54129	-0.550809	lidar	0.812991	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6304	-0.420046	4.72524	1.49826	-0.597103	radar	2.31195	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5856	-0.0866515	4.98425	1.45807	-0.607453	lidar	2.49496	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5664	0.161093	4.99163	1.42929	-0.612731	radar	2.75266	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5422	0.475645	5.17165	1.40623	-0.601771	lidar	1.07127	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5314	0.722166	5.12377	1.40428	-0.538051	radar	1.87674	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5246	1.00774	5.20767	1.39382	-0.518274	lidar	2.42132	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4855	1.29027	5.24936	1.39377	-0.44302	radar	6.34314	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4316	1.49756	5.11763	1.36634	-0.450437	lidar	0.477541	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3918	1.70606	4.9936	1.35233	-0.427853	radar	8.52748	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3415	1.88592	4.82582	1.32801	-0.432675	lidar	0.662092	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.272	2.11323	4.82947	1.29414	-0.465377	radar	0.41671	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2144	2.27947	4.65509	1.26824	-0.470171	lidar	0.746446	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1518	2.4958	4.61401	1.25682	-0.436124	radar	0.495849	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0738	2.75175	4.71288	1.23805	-0.431102	lidar	0.233785	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9773	2.97269	4.77783	1.1865	-0.515589	radar	3.14065	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8702	3.28497	5.02201	1.16902	-0.501757	lidar	1.44427	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7864	3.52021	5.02823	1.15009	-0.496296	radar	2.09738	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6826	3.70371	4.91489	1.118	-0.507165	lidar	0.355703	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5665	3.90712	4.8876	1.08481	-0.522856	radar	1.13761	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.5044	4.06211	4.69776	1.0656	-0.518772	lidar	3.59544	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3829	4.25555	4.68189	1.03411	-0.528905	radar	0.556524	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2179	4.49372	4.81331	1.0018	-0.532726	lidar	2.20331	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0693	4.68476	4.74604	0.98012	-0.499808	radar	9.00135	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.952	4.87761	4.72353	0.960017	-0.494531	lidar	0.380689	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7964	5.065	4.72709	0.929131	-0.499721	radar	2.32502	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6229	5.29906	4.86604	0.907599	-0.491522	lidar	1.02646	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4498	5.47887	4.93063	0.86068	-0.544652	radar	0.790369	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2602	5.65213	4.93636	0.821813	-0.558566	lidar	1.1923	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0969	5.80835	4.91191	0.783452	-0.584352	radar	3.05416	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9219	5.96573	4.88187	0.750042	-0.590478	lidar	0.0362752	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7834	6.14205	4.6508	0.76429	-0.47857	radar	4.5106	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6205	6.29531	4.6306	0.73996	-0.479834	lidar	0.0407875	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4747	6.45706	4.55117	0.73406	-0.441147	radar	1.38401	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2373	6.72339	4.87322	0.738658	-0.396665	lidar	4.54334	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.043	6.85792	4.8204	0.707543	-0.406404	radar	5.48013	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.827	7.04251	4.92535	0.690867	-0.39866	lidar	0.954315	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6126	7.17867	4.97746	0.649658	-0.441296	radar	1.70427	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4316	7.31605	4.92813	0.627311	-0.443179	lidar	0.323923	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.1955	7.45556	5.12177	0.577184	-0.51468	radar	2.25651	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0122	7.6161	5.11124	0.567582	-0.495193	lidar	2.09943	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8262	7.79739	5.00626	0.58522	-0.406003	radar	5.60578	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6221	7.93388	4.99787	0.565939	-0.405039	lidar	0.0357835	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4327	8.0652	4.9315	0.553205	-0.38953	radar	1.55524	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2248	8.06744	4.71642	0.481241	-0.461802	lidar	4.6194	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0369	8.21103	4.56679	0.494818	-0.379536	radar	5.20936	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8614	8.3718	4.60582	0.503985	-0.342444	lidar	3.00987	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6132	8.48971	4.82829	0.467751	-0.393611	radar	5.09583	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3532	8.6464	4.9816	0.463983	-0.368175	lidar	1.36712	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1563	8.77666	4.84489	0.474273	-0.302839	radar	1.31855	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9665	8.86847	4.77208	0.454726	-0.310765	lidar	0.528443	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7715	8.9773	4.66698	0.45382	-0.275117	radar	0.683725	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5566	9.04465	4.62671	0.423708	-0.296949	lidar	0.624893	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.3089	9.15969	4.80211	0.405628	-0.314231	radar	4.89865	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0103	9.2689	4.97012	0.387853	-0.311695	lidar	6.24794	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7947	9.34959	4.94681	0.365841	-0.326113	radar	1.68452	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5316	9.4615	5.04169	0.357884	-0.312528	lidar	0.676043	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.261	9.49674	5.19086	0.296566	-0.404861	radar	5.27998	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9462	9.6496	5.42194	0.307792	-0.357495	lidar	2.3496	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.6935	9.75972	5.30386	0.321102	-0.283946	radar	2.99633	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4166	9.86619	5.38354	0.316285	-0.269479	lidar	0.344772	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.1598	9.95577	5.40765	0.304544	-0.270163	radar	0.337325	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.8872	10.0756	5.48634	0.308308	-0.246153	lidar	0.337096	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6236	10.1543	5.49228	0.293725	-0.250405	radar	0.0322437	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.3875	10.2423	5.44994	0.286874	-0.244609	lidar	1.10431	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1212	10.3223	5.49757	0.272362	-0.255078	radar	0.400943	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9147	10.3066	5.27465	0.22347	-0.306856	lidar	1.75097	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6674	10.3712	5.21765	0.216587	-0.28684	radar	0.205921	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4764	10.3296	4.98418	0.161092	-0.347211	lidar	2.11005	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1639	10.3726	5.2983	0.129983	-0.390494	radar	7.52975	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9022	10.423	5.31308	0.118904	-0.37872	lidar	0.200284	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6712	10.4473	5.02897	0.117374	-0.318419	radar	6.45125	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4475	10.3952	4.90859	0.0632358	-0.373625	lidar	1.972	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1911	10.4139	4.93212	0.0476833	-0.367479	radar	0.584369	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8524	10.6026	5.2495	0.119995	-0.233226	lidar	7.97334	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.5961	10.6663	5.14272	0.139114	-0.164682	radar	1.38326	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3625	10.6532	5.06136	0.106894	-0.198714	lidar	0.670952	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.0984	10.6765	5.13504	0.0908875	-0.215561	radar	0.357907	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8364	10.7809	5.21184	0.119732	-0.161635	lidar	3.79552	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5655	10.8363	5.24028	0.126481	-0.136596	radar	1.18434	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3536	10.7829	5.06663	0.0774495	-0.195192	lidar	2.05853	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0996	10.8159	5.03254	0.079764	-0.169085	radar	0.359728	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8491	10.888	5.07163	0.0960077	-0.136141	lidar	1.97942	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5658	10.9115	5.1661	0.0873799	-0.142388	radar	2.79596	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3477	10.9184	5.06781	0.0714821	-0.156045	lidar	0.701383	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0778	10.8531	5.34911	-0.0107359	-0.322544	radar	8.39905	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7718	10.8268	5.42414	-0.0347586	-0.330624	lidar	2.66508	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5169	10.827	5.32789	-0.0403304	-0.303825	radar	0.488277	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2906	10.812	5.2377	-0.059907	-0.312484	lidar	1.0624	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0507	10.8635	4.95061	-0.0189746	-0.185233	radar	6.23081	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.78365	10.921	5.02706	0.00270041	-0.142293	lidar	2.05271	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.571	10.8862	4.92939	-0.0253596	-0.174915	radar	3.81094	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.30191	10.922	5.00398	-0.0123951	-0.144889	lidar	0.774208	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.06811	10.8925	4.93358	-0.0307111	-0.155842	radar	2.44302	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.79125	10.9352	5.03037	-0.0123359	-0.119838	lidar	1.12392	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.56674	10.8809	4.94808	-0.0453159	-0.158505	radar	6.29726	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.43495	10.7847	4.63396	-0.102928	-0.229174	lidar	3.67148	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.19272	10.7902	4.61303	-0.092951	-0.188587	radar	1.50874	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.80245	10.8712	5.02552	-0.0353293	-0.0895635	lidar	6.91067	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.53821	10.8722	5.001	-0.0237052	-0.0497657	radar	1.79239	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.2528	10.8683	5.08748	-0.0215464	-0.0419821	lidar	0.68938	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.02201	10.8971	4.94935	0.0066209	0.0271066	radar	2.67432	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
