time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452550000	4.25374	18.5616	4.69462	3.86063	0.492647	radar	1.08946	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.14611	18.4092	4.56233	3.90946	0.530675	lidar	1.19168	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.94978	18.2361	4.8907	3.94086	0.562318	radar	6.90226	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65179	18.094	5.08762	3.90371	0.465184	lidar	3.11085	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.4983	17.9464	4.8549	3.91722	0.433741	radar	3.61061	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.24908	17.7806	4.99131	3.90456	0.382568	lidar	1.1459	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.05706	17.5965	5.15251	3.93118	0.409202	radar	2.07317	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.88622	17.478	5.06387	3.9347	0.3898	lidar	6.21419	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.73699	17.261	5.20155	3.98749	0.454846	radar	2.42492	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.56082	17.0691	5.20771	4.00656	0.449782	lidar	0.0183085	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.4023	16.9068	4.93535	4.00845	0.398158	radar	2.34958	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.24396	16.7368	4.91312	4.02279	0.391586	lidar	0.499958	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.06649	16.5402	4.87126	4.0285	0.360662	radar	4.5422	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.91229	16.3111	4.92492	4.05664	0.372381	lidar	2.26814	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.76279	16.135	4.82194	4.06449	0.349441	radar	0.527592	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.54668	15.9706	4.9008	4.04134	0.291946	lidar	1.48535	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.41315	15.7362	5.11046	4.08816	0.35836	radar	2.32364	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.23525	15.514	5.17901	4.09575	0.342207	lidar	0.566504	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.07167	15.3225	5.1182	4.09654	0.313045	radar	0.928653	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.845807	15.1	5.26233	4.07823	0.262426	lidar	1.54381	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.702026	14.9222	5.08369	4.07929	0.232337	radar	2.35027	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.627263	14.7126	4.96924	4.12653	0.283581	lidar	0.907042	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.507722	14.4686	5.14619	4.16628	0.334766	radar	2.0204	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.327029	14.2422	5.23013	4.16138	0.302783	lidar	0.479904	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.183615	13.9866	5.46851	4.19111	0.342122	radar	1.86659	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.215612	13.7368	5.24027	4.29006	0.461315	lidar	4.58127	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.104886	13.4938	5.31678	4.31323	0.465999	radar	0.412146	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0741737	13.255	5.40519	4.29649	0.406826	lidar	1.05515	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.192588	13.0409	5.19493	4.29683	0.363632	radar	1.53155	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.158466	12.8238	4.99748	4.38036	0.462262	lidar	3.70836	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.268879	12.5999	4.86245	4.3808	0.419701	radar	2.85728	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.396876	12.3685	4.91709	4.37525	0.380086	lidar	0.463955	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.515678	12.161	4.86615	4.36747	0.33795	radar	3.36219	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.590324	11.9493	4.83164	4.38503	0.339995	lidar	0.427116	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.71763	11.7191	4.87417	4.37352	0.296723	radar	2.71921	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.941366	11.4715	5.04509	4.31149	0.182549	lidar	4.13948	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.03903	11.2475	4.90672	4.31104	0.155544	radar	1.87529	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.23179	11.0213	5.01954	4.26609	0.0794644	lidar	1.87128	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.31266	10.7708	5.20936	4.30227	0.147105	radar	1.905	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.44905	10.512	5.2872	4.29483	0.125057	lidar	0.63316	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.55107	10.2434	5.42543	4.3144	0.154781	radar	1.12156	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.63394	10.0355	5.32472	4.32794	0.165182	lidar	2.21051	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.72086	9.80767	5.21882	4.33607	0.159126	radar	0.659599	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.77973	9.59345	5.12236	4.35914	0.182291	lidar	0.957906	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.90854	9.33365	5.30593	4.35557	0.173664	radar	2.23406	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.99074	9.03433	5.38296	4.37498	0.186508	lidar	3.84259	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.06958	8.81656	5.19803	4.37716	0.164085	radar	2.04796	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.16384	8.56517	5.2211	4.3812	0.157673	lidar	0.0454274	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.30729	8.30321	5.32323	4.36011	0.114278	radar	2.36069	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.33071	8.08036	5.18918	4.3978	0.162342	lidar	1.21856	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.3754	7.87643	5.04658	4.41822	0.180146	radar	5.48816	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.4998	7.62116	5.13809	4.40182	0.142352	lidar	0.667949	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.67005	7.38199	5.10194	4.34875	0.0337244	radar	4.71936	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.7779	7.12736	5.15544	4.34315	0.0222187	lidar	0.260529	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.82674	6.89677	5.16974	4.37665	0.0875492	radar	2.01063	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.84683	6.70428	4.97771	4.40898	0.129733	lidar	2.3113	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.88517	6.49729	4.74762	4.41977	0.117904	radar	2.9959	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.94088	6.26593	4.73911	4.43225	0.126947	lidar	0.15284	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.07419	6.00816	4.94024	4.40999	0.0917459	radar	4.19097	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.17261	5.72287	5.07441	4.40498	0.0748704	lidar	2.0683	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.28654	5.47293	5.04155	4.37635	0.00457819	radar	2.01606	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.3952	5.20481	5.14266	4.36606	-0.0117602	lidar	0.672241	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.45756	4.95976	5.16843	4.38777	0.0357654	radar	0.403681	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.59183	4.66376	5.36381	4.369	0.00616503	lidar	1.92092	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.7032	4.40689	5.3378	4.34546	-0.0529539	radar	1.77314	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.85393	4.12048	5.51639	4.32226	-0.0801072	lidar	1.70338	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.92031	3.88659	5.45194	4.3493	-0.00803777	radar	1.77296	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.98171	3.66775	5.30322	4.35919	0.0037578	lidar	1.06212	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06777	3.48098	5.10545	4.3447	-0.0362682	radar	3.97146	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15943	3.23795	5.11789	4.34361	-0.0353947	lidar	0.0222065	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27915	2.97571	5.20956	4.32614	-0.0713499	radar	0.610119	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.37652	2.69174	5.32074	4.32848	-0.0631318	lidar	1.28264	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45864	2.4453	5.2964	4.34017	-0.0277895	radar	0.306052	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.56884	2.16991	5.39739	4.33863	-0.0254831	lidar	0.480951	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.6745	1.94655	5.34101	4.30792	-0.111016	radar	3.82475	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.79898	1.65655	5.49504	4.30465	-0.102646	lidar	1.1784	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.92049	1.40571	5.52116	4.28968	-0.126616	radar	0.170174	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.97345	1.19339	5.32619	4.29279	-0.125279	lidar	5.52526	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.0616	0.996964	5.14607	4.2895	-0.113852	radar	1.16323	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.1177	0.780327	5.03232	4.29376	-0.108359	lidar	3.77712	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.219	0.457702	5.31489	4.30668	-0.083696	radar	5.68761	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.29219	0.224328	5.2482	4.30908	-0.0790751	lidar	1.57404	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.40076	-0.00183003	5.14446	4.31319	-0.0423976	radar	5.81883	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.46859	-0.233981	5.09877	4.31942	-0.0341456	lidar	1.53104	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.58873	-0.391198	4.96268	4.28051	-0.108622	radar	3.1185	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.72317	-0.561874	4.85564	4.24891	-0.150578	lidar	1.81091	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.84025	-0.801463	5.07764	4.22678	-0.203216	radar	5.30173	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.93869	-1.09686	5.23056	4.24717	-0.150837	lidar	2.07527	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.02552	-1.3827	5.31132	4.26994	-0.0980548	radar	3.02168	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.16683	-1.58497	5.24651	4.24288	-0.133616	lidar	1.00612	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.31018	-1.83395	5.48439	4.21544	-0.192688	radar	2.6531	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.42024	-2.09718	5.51981	4.22131	-0.168179	lidar	0.471988	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.57089	-2.28797	5.33292	4.19461	-0.187338	radar	3.4814	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.72419	-2.49231	5.29073	4.16841	-0.214229	lidar	0.424268	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.881	-2.70031	5.26918	4.1445	-0.234935	radar	0.974024	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.96952	-2.98869	5.36421	4.17675	-0.164914	lidar	2.57277	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.09706	-3.20955	5.25497	4.17403	-0.148214	radar	0.367579	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.22223	-3.39147	5.1604	4.15395	-0.171651	lidar	1.45878	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.36703	-3.64928	5.2425	4.15783	-0.148743	radar	4.41038	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.53116	-3.75874	5.04552	4.09821	-0.235312	lidar	4.55918	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.6775	-3.96657	5.10928	4.08475	-0.242277	radar	0.494387	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.82895	-4.20566	5.17128	4.0854	-0.220566	lidar	0.634464	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.97998	-4.42529	5.17197	4.08016	-0.209639	radar	0.429694	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.1386	-4.67499	5.25153	4.08437	-0.184589	lidar	1.25633	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27724	-4.87145	5.02291	4.08324	-0.160143	radar	1.90522	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40286	-5.09152	5.03308	4.09089	-0.136339	lidar	0.289029	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.55435	-5.24242	4.86064	4.06444	-0.162849	radar	2.85065	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74053	-5.44064	4.90721	4.04322	-0.180869	lidar	1.93496	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.90266	-5.63552	4.94272	4.03115	-0.186037	radar	0.281149	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.0553	-5.82154	4.93141	4.02111	-0.187454	lidar	0.0433667	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19797	-5.96387	4.76279	4.00056	-0.202719	radar	4.94129	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.37448	-6.04996	4.63671	3.94341	-0.275469	lidar	3.34686	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.55516	-6.23201	4.7551	3.92822	-0.278611	radar	1.33859	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.6857	-6.45732	4.798	3.95448	-0.21836	lidar	0.993123	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.91737	-6.61312	4.99498	3.9067	-0.277165	radar	6.94603	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1221	-6.78695	5.02686	3.88459	-0.288488	lidar	0.679879	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.311	-6.94424	5.05253	3.86362	-0.299347	radar	0.695254	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5428	-7.13907	5.14426	3.84623	-0.300754	lidar	3.76931	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7538	-7.27154	5.11505	3.81114	-0.330804	radar	1.58785	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-11.0026	-7.44418	5.19782	3.78455	-0.343665	lidar	3.39323	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1919	-7.57596	5.04358	3.76408	-0.348809	radar	1.40409	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3299	-7.7409	4.97226	3.77939	-0.302326	lidar	3.31486	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.527	-7.86156	4.91996	3.7535	-0.318607	radar	1.61313	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7008	-7.96538	4.84089	3.73052	-0.330264	lidar	2.70773	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8929	-8.07316	4.67499	3.70484	-0.344432	radar	0.863768	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1025	-8.16149	4.6572	3.66736	-0.374145	lidar	0.350574	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3385	-8.28869	4.97215	3.64693	-0.373078	radar	2.8441	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5412	-8.37383	4.91836	3.61707	-0.390127	lidar	1.44294	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7459	-8.45349	4.72208	3.58405	-0.413258	radar	1.34884	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0267	-8.54635	4.82751	3.54013	-0.445664	lidar	4.31066	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2858	-8.64064	5.00014	3.51197	-0.450247	radar	2.62277	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.5045	-8.69259	4.95185	3.47534	-0.471319	lidar	1.51346	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.718	-8.72592	4.71412	3.4279	-0.513781	radar	3.0328	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9339	-8.85137	4.72647	3.43755	-0.462666	lidar	1.42026	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.199	-8.93553	5.03202	3.42244	-0.441092	radar	2.72914	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4174	-9.06634	5.01491	3.44006	-0.384125	lidar	0.992448	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6438	-9.13759	4.90658	3.42132	-0.387048	radar	0.450338	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9388	-9.12784	4.98953	3.34887	-0.462964	lidar	1.59026	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.2022	-9.19798	5.03089	3.33331	-0.452071	radar	4.5199	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4627	-9.33123	5.07677	3.35497	-0.388841	lidar	5.41487	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6987	-9.36382	4.87062	3.32075	-0.420216	radar	1.84722	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9501	-9.45586	4.90196	3.32495	-0.384365	lidar	2.1235	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1986	-9.4676	4.84496	3.28517	-0.418005	radar	1.98561	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4486	-9.45559	4.86056	3.23902	-0.45396	lidar	0.506269	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6574	-9.46429	4.76098	3.21329	-0.460797	radar	4.76694	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9472	-9.43837	4.86587	3.16063	-0.50306	lidar	1.63148	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.1994	-9.50434	4.98532	3.17673	-0.434295	radar	8.04572	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4622	-9.52277	5.01193	3.16005	-0.427382	lidar	0.506401	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7187	-9.51297	4.9472	3.12666	-0.451841	radar	1.66467	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9754	-9.4754	4.97549	3.08647	-0.476759	lidar	0.192437	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2164	-9.44051	4.89728	3.04841	-0.504426	radar	0.47362	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4007	-9.50369	4.74381	3.07624	-0.429265	lidar	1.93605	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6358	-9.49642	4.84338	3.06781	-0.400477	radar	1.77963	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8888	-9.48239	4.86548	3.0505	-0.396914	lidar	0.286327	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1176	-9.44627	4.89812	3.02906	-0.393182	radar	3.82563	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3781	-9.30557	4.98987	2.94895	-0.478411	lidar	3.13628	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6108	-9.2273	4.89458	2.90244	-0.522602	radar	1.0512	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8713	-9.08887	4.99628	2.8348	-0.580746	lidar	1.11977	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1156	-8.97624	5.06573	2.79089	-0.597105	radar	4.79042	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2497	-9.16742	4.60302	2.90516	-0.398067	lidar	14.3228	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.4874	-9.13359	4.68081	2.90241	-0.36666	radar	1.61705	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.717	-9.02086	4.73509	2.85558	-0.406342	lidar	0.890158	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9603	-8.94081	4.7519	2.8275	-0.421898	radar	2.60916	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1536	-8.87364	4.68224	2.8101	-0.415745	lidar	0.998735	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3863	-8.79044	4.67415	2.78378	-0.42982	radar	2.0012	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5703	-8.7765	4.53742	2.79743	-0.379849	lidar	1.00573	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7536	-8.65041	4.36028	2.73593	-0.463255	radar	5.77527	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9566	-8.56297	4.36741	2.71371	-0.462108	lidar	0.0306108	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1672	-8.46173	4.50427	2.69874	-0.433886	radar	2.39227	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4102	-8.34239	4.60712	2.67006	-0.444944	lidar	1.65378	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.597	-8.23645	4.53361	2.64164	-0.460622	radar	0.713658	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8638	-7.93934	4.90741	2.53111	-0.582325	lidar	6.41673	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0555	-7.78496	4.81073	2.47765	-0.643524	radar	3.01485	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2897	-7.59117	4.96276	2.43234	-0.661841	lidar	2.04859	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4953	-7.44517	5.07497	2.43332	-0.58123	radar	2.09772	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6532	-7.31889	4.94702	2.41678	-0.56469	lidar	0.875183	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8497	-7.14653	5.01886	2.39548	-0.544456	radar	0.866207	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.9959	-7.09189	4.74377	2.40982	-0.489557	lidar	2.4114	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1647	-6.90701	4.74857	2.3692	-0.520056	radar	1.91488	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3372	-6.62436	4.97013	2.29841	-0.580331	lidar	2.81872	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
